,A,F_V_rise,F_V_down
4.07,-0.5530603695893275,0,0
4.08,0.7844319004224256,0,0
4.09,1.3557857575490524,0,0
4.1,1.4927702842221116,0,0
4.11,1.0454028772366664,0,0
4.12,-0.6700302349096507,0,0
4.13,1.240728307501142,0,0
4.14,-1.5619788286012732,0,0
4.15,-0.7626898853953205,0,0
4.16,-0.11092232463736267,0,0
4.17,0.7314530316561679,0,0
4.18,-1.0538618834467353,0,0
4.19,0.7320575292504845,0,0
4.2,0.6670724214068352,0,0
4.21,0.2668803151541693,0,0
4.22,-0.28518246659524954,0,0
4.23,-1.5439664742155854,0,0
4.24,1.1286868998760886,0,0
4.25,0.2938607559810434,0,0
4.26,0.3663202393588671,0,0
4.2700000000000005,0.1740990864908438,0,0
4.28,0.24177151804533262,0,0
4.29,1.0882711475127222,0,0
4.3,0.6652813958364314,0,0
4.3100000000000005,1.9264127094548107,0,0
4.32,-1.765407444647543,0,0
4.33,-0.03662333019607151,0,0
4.34,-1.1959356421434537,0,0
4.3500000000000005,-1.2081677377724065,0,0
4.36,0.3577899307791993,0,0
4.37,0.2932336753046141,0,0
4.38,0.2542288526495177,0,0
4.39,-0.46319340641974016,0,0
4.4,1.297076961036896,0,0
4.41,0.9646394705955976,0,0
4.42,0.551524800734495,0,0
4.43,0.49038310598696,0,0
4.44,1.5470755636703073,0,0
4.45,-2.4123890954739924,0,0
4.46,-0.9848762184812025,0,0
4.47,-0.5416160014215583,0,0
4.48,0.09868128132270827,0,0
4.49,-1.3375103320066544,0,0
4.5,1.8626004712798179,0,0
4.51,-1.591731474202438,0,0
4.5200000000000005,-0.9454901481635531,0,0
4.53,1.564249831727856,0,0
4.54,-0.7861993514836813,0,0
4.55,-1.1760849860603844,0,0
4.5600000000000005,-0.6135510281383608,0,0
4.57,-0.12413306037583417,0,0
4.58,1.425456822746027,0,0
4.59,1.0946623072796215,0,0
4.6000000000000005,0.48579812674150574,0,0
4.61,0.7727475562057073,0,0
4.62,-0.09743405131657798,0,0
4.63,1.1253257721224064,0,0
4.64,0.07719777984883558,0,0
4.65,-0.04516482525043724,0,0
4.66,0.2074528748510304,0,0
4.67,1.757780338155784,0,0
4.68,-0.494566097309831,0,0
4.69,-0.1009245461103686,0,0
4.7,-1.4442420066576351,0,0
4.71,-1.1008868145090425,0,0
4.72,-0.507022769198824,0,0
4.73,0.35840512792182355,0,0
4.74,-0.2566330474400116,0,0
4.75,1.221044657667616,0,0
4.76,1.2448952671628277,0,0
4.7700000000000005,-0.5793840956207079,0,0
4.78,0.9315197091741488,0,0
4.79,-1.9621388846624923,0,0
4.8,1.3523251231189397,0,0
4.8100000000000005,-1.0548116527269895,0,0
4.82,-0.6198800916967495,0,0
4.83,-0.33090416348980795,0,0
4.84,-0.043211644131960915,0,0
4.8500000000000005,-0.3358589912469527,0,0
4.86,0.6025911408976805,0,0
4.87,-1.2374786880073587,0,0
4.88,-0.14605984808638892,0,0
4.89,0.9776458117878307,0,0
4.9,0.07658424036159701,0,0
4.91,0.24565440896383628,0,0
4.92,-0.9019942195748414,0,0
4.93,0.5230558021458639,0,0
4.94,-0.4626157905981675,0,0
4.95,0.797808719145741,0,0
4.96,-0.8708112291398266,0,0
4.97,0.883855969882165,0,0
4.98,-0.4254334912359603,0,0
4.99,0.6799485938165526,0,0
5.0,-2.1610213449362736,0,0
5.01,1.4346497139086736,1,0
5.0200000000000005,0.5863800908059909,1,0
5.03,0.4762818078649167,1,0
5.04,1.1482647505493933,1,0
5.05,-0.06145181339188142,1,0
5.0600000000000005,-0.6891588120035648,1,0
5.07,-1.0603217665888476,1,0
5.08,-0.6153121685747176,1,0
5.09,-0.3458738568109329,1,0
5.1000000000000005,0.21736570458992166,1,0
5.11,-0.224602778480198,1,0
5.12,-1.7328051707894423,1,0
5.13,-1.7275595462651028,1,0
5.14,0.6236208185125615,1,0
5.15,0.5660581419297623,1,0
5.16,-0.45225697228475575,1,0
5.17,0.7187603268173755,1,0
5.18,0.9112033765256706,1,0
5.19,0.319523627993375,1,0
5.2,1.1232955638877309,1,0
5.21,-1.2026458620061384,1,0
5.22,0.854841537136668,1,0
5.23,2.186850809353854,1,0
5.24,-0.6117996424341599,1,0
5.25,-0.39754875270032747,1,0
5.26,0.2631589255060958,1,0
5.2700000000000005,-1.6954902945867323,1,0
5.28,-1.0242096388085102,1,0
5.29,1.7032264755924176,1,0
5.3,-0.6038312532343395,1,0
5.3100000000000005,-0.5265119330749009,1,0
5.32,-0.14716698881511503,1,0
5.33,0.599381842785234,1,0
5.34,1.1724700780512263,1,0
5.3500000000000005,0.12327642639383248,1,0
5.36,-1.221761034374415,1,0
5.37,0.5826637708992328,1,0
5.38,-0.8216128906156438,1,0
5.39,-0.46374314206352446,1,0
5.4,0.3852971020942596,1,0
5.41,0.6458431829025653,1,0
5.42,-1.73562777587744,1,0
5.43,-0.6820380992529667,1,0
5.44,-1.5130884162595546,1,0
5.45,-1.1296675294618537,1,0
5.46,0.388251549094254,1,0
5.47,-0.13588351084827213,1,0
5.48,1.1284660980494157,1,0
5.49,0.8617460489081079,1,0
5.5,0.8653830945862364,1,0
5.51,-0.15270269125094202,1,0
5.5200000000000005,-0.06548797538164687,1,0
5.53,0.12433938782176542,1,0
5.54,-0.055847986112894946,1,0
5.55,0.90814989017071,1,0
5.5600000000000005,0.1446199691994608,1,0
5.57,-0.5163866461615879,1,0
5.58,0.7620605009622108,1,0
5.59,0.6764890276495635,1,0
5.6000000000000005,-0.5511342439600095,1,0
5.61,0.44981245522676433,1,0
5.62,2.84120065882465,1,0
5.63,-1.3357805729179264,1,0
5.64,-0.6907034382907388,1,0
5.65,0.2399213958865955,1,0
5.66,0.22994290606763337,1,0
5.67,0.4519016986018499,1,0
5.68,0.9187932596860835,1,0
5.69,-0.24252447887438347,1,0
5.7,-0.2825597764785673,1,0
5.71,0.18231919730781931,1,0
5.72,0.4380446414289774,1,0
5.73,0.34904997514610786,1,0
5.74,1.7110870677831391,1,0
5.75,0.7388707761329454,1,0
5.76,1.826861043688329,1,0
5.7700000000000005,-0.09489999140839445,1,0
5.78,-0.766894858728548,1,0
5.79,-1.471031356942829,1,0
5.8,0.12084753301397899,1,0
5.8100000000000005,0.03893852191449243,1,0
5.82,-1.0957577112887407,1,0
5.83,3.117050777550172,1,0
5.84,-0.13878391255809694,1,0
5.8500000000000005,0.8316269652211539,1,0
5.86,-0.6182330870521042,1,0
5.87,-0.8185837934848598,1,0
5.88,-0.0700780310886064,1,0
5.89,-0.8812791344079907,1,0
5.9,0.044640964148097526,1,0
5.91,-0.9318781089776416,1,0
5.92,-1.080543998627305,1,0
5.93,0.5120278112480934,1,0
5.94,-1.7677486165475798,1,0
5.95,-0.6115347573957226,1,0
5.96,-0.6591903396116744,1,0
5.97,0.9990700198339777,1,0
5.98,-0.5043384107707344,1,0
5.99,-0.4421545397000406,1,0
6.0,0.8648247051438982,1,0
6.01,0.8783381697499041,1,0
6.0200000000000005,0.3435076334015569,1,0
6.03,1.4994692820836348,1,0
6.04,0.14780973703544958,1,0
6.05,-1.5247673863277054,1,0
6.0600000000000005,1.0927378083631925,1,0
6.07,1.474768994244286,1,0
6.08,-0.12391063404942006,1,0
6.09,-1.5570756943611224,1,0
6.1000000000000005,0.07847004372428651,1,0
6.11,0.8517505723479857,1,0
6.12,-0.19716364250481894,1,0
6.13,-1.0637929144169063,1,0
6.140000000000001,-1.484262834175846,1,0
6.15,-0.3144032428251504,1,0
6.16,0.35731331526187327,1,0
6.17,0.38416704595886264,1,0
6.18,0.34825427051405505,1,0
6.19,0.8020123174469913,1,0
6.2,0.7866028307641167,1,0
6.21,-1.4404074381460237,1,0
6.22,0.981090658296392,1,0
6.23,0.012029086844796222,1,0
6.24,-0.8606260589225896,1,0
6.25,-0.015421285973315324,1,0
6.26,-0.40179365042823123,1,0
6.2700000000000005,0.8740331687523438,1,0
6.28,-1.6708791769534725,1,0
6.29,-1.1359675223773242,1,0
6.3,1.718608524671543,1,0
6.3100000000000005,-1.0073280599067607,1,0
6.32,-0.17736799612523313,1,0
6.33,0.007381126294458652,1,0
6.34,1.5111393295078799,1,0
6.3500000000000005,1.7446480881145627,1,0
6.36,0.5448292889931646,1,0
6.37,0.04345063592769527,1,0
6.38,1.4867293683037153,1,0
6.390000000000001,-1.1740209360375835,1,0
6.4,0.17238028740850692,1,0
6.41,-1.2295965502591288,1,0
6.42,-0.4634231989374104,1,0
6.43,0.14214124011050924,1,0
6.44,1.0748979118749762,1,0
6.45,2.541528368336691,1,0
6.46,0.2510617980024617,1,0
6.47,0.10892530277570787,1,0
6.48,0.6326337472144145,1,0
6.49,-0.08027517732299236,1,0
6.5,-2.2940162948603704,1,0
6.51,2.0466727917008996,1,0
6.5200000000000005,-0.6679552589909186,1,0
6.53,0.08636474671962178,1,0
6.54,-0.9778630237511828,1,0
6.55,0.2623548366239486,1,0
6.5600000000000005,2.341657868510903,1,0
6.57,-0.27532555350131893,1,0
6.58,-0.011000800152279815,1,0
6.59,0.6256267428001824,1,0
6.6000000000000005,0.351238490755336,1,0
6.61,-0.5347039126531878,1,0
6.62,-0.19292507023854452,1,0
6.63,-1.7950290615531173,1,0
6.640000000000001,0.4299903383907762,1,0
6.65,0.13790264009292125,1,0
6.66,0.05150846895231326,1,0
6.67,-0.24350044250063457,1,0
6.68,1.161144777963116,1,0
6.69,0.20639630424643812,1,0
6.7,-0.20896014759990675,1,0
6.71,-0.4592919952539629,1,0
6.72,-1.251688654206475,1,0
6.73,0.3194267692627708,1,0
6.74,0.16498986451358147,1,0
6.75,-0.7430954254531253,1,0
6.76,-1.0780506702805153,1,0
6.7700000000000005,0.04672777978417361,1,0
6.78,-0.09163257887348464,1,0
6.79,-0.6829970328842694,1,0
6.8,-0.004917103075296143,1,0
6.8100000000000005,-1.7662365413738368,1,0
6.82,0.041045414197921105,1,0
6.83,-0.2247994532552287,1,0
6.84,-0.7231102209989863,1,0
6.8500000000000005,-1.3110819134399363,1,0
6.86,1.2863069207581428,1,0
6.87,-0.5349470850147057,1,0
6.88,-1.0325252921810635,1,0
6.890000000000001,-0.07127766635935995,1,0
6.9,0.9096463082071118,1,0
6.91,2.4662704724040303,1,0
6.92,1.1779590312634582,1,0
6.93,-2.0520247635465036,1,0
6.94,0.60908715468972,1,0
6.95,1.143730999404936,1,0
6.96,-0.7093312301169461,1,0
6.97,-0.7472525855994742,1,0
6.98,-0.3577620512566329,1,0
6.99,1.217691128667352,1,0
7.0,0.3984830397354183,1,0
7.01,0.5804675957022637,1,0
7.0200000000000005,0.9158756394295743,1,0
7.03,-0.17701376322930254,1,0
7.04,-0.4497172659610989,1,0
7.05,-0.8037055648604674,1,0
7.0600000000000005,1.1081626297229537,1,0
7.07,0.17303898334976556,1,0
7.08,-0.17698403773177687,1,0
7.09,1.9516132068500682,1,0
7.1000000000000005,2.1396058690007846,1,0
7.11,0.09333589949926849,1,0
7.12,0.48680553383000663,1,0
7.13,-0.4988648861339016,1,0
7.140000000000001,-0.8427842607016426,1,0
7.15,-0.08939782929904032,1,0
7.16,0.7978879893812879,1,0
7.17,1.6078021947483037,1,0
7.18,0.0826194184843668,1,0
7.19,-1.925108195074083,1,0
7.2,0.9175051145392391,1,0
7.21,0.29587657504132736,1,0
7.22,0.4280133664741715,1,0
7.23,0.8495085569883966,1,0
7.24,0.028813724782586446,1,0
7.25,-0.5792443180199268,1,0
7.26,-0.45944558946100167,1,0
7.2700000000000005,-1.3631812741053169,1,0
7.28,1.4053189673166122,1,0
7.29,1.5945251458402836,1,0
7.3,-0.4349097609609991,1,0
7.3100000000000005,-1.343187631820639,1,0
7.32,0.04465487319656322,1,0
7.33,-0.47783986212367213,1,0
7.34,-0.3913299993382448,1,0
7.3500000000000005,-1.8591267636469369,1,0
7.36,0.42634581145524686,1,0
7.37,0.06595908309265307,1,0
7.38,-0.2198806003284748,1,0
7.390000000000001,-0.29618000486377194,1,0
7.4,-0.10690616882106674,1,0
7.41,0.07466917230114076,1,0
7.42,0.28515400691798004,1,0
7.43,-0.07610788507466923,1,0
7.44,-0.1402690442642366,1,0
7.45,-0.5010267902614912,1,0
7.46,-0.510644667674375,1,0
7.47,0.0015706636995968973,1,0
7.48,-1.1471744668383754,1,0
7.49,1.1626565261482376,1,0
7.5,0.9912393666924392,1,0
7.51,1.2730949416856636,1,0
7.5200000000000005,-0.4498214716109311,1,0
7.53,-1.6135350583809214,1,0
7.54,-0.3634930950207525,1,0
7.55,1.6350654042917956,1,0
7.5600000000000005,-0.0006062052666732521,1,0
7.57,1.3465025670204236,1,0
7.58,1.1899340380063363,1,0
7.59,-1.3934839801889738,1,0
7.6000000000000005,3.052693274137183,1,0
7.61,0.4011121478771921,1,0
7.62,1.7159979854989142,1,0
7.63,-0.700851940803569,1,0
7.640000000000001,-0.4117400068361394,1,0
7.65,-0.34208458229760536,1,0
7.66,-0.27264613260224435,1,0
7.67,-0.37028557111711385,1,0
7.68,-1.0332090499958355,1,0
7.69,-1.0015394186993754,1,0
7.7,-0.7992151177225351,1,0
7.71,0.9033519167836004,1,0
7.72,-1.6250474802975652,1,0
7.73,0.21424352675015573,1,0
7.74,0.5551102419252247,1,0
