,A,F_V_rise,F_V_down
3.46,0.32274261114700875,0,0
3.47,1.3200239631195017,0,0
3.48,0.548722657971242,0,0
3.49,-0.4933126129463578,0,0
3.5,-0.5390440042799682,0,0
3.5100000000000002,0.7777301817010353,0,0
3.52,0.5066333974968941,0,0
3.5300000000000002,-0.9493837308782559,0,0
3.54,-0.43066364697094744,0,0
3.5500000000000003,-0.26277401753012813,0,0
3.56,-1.718135072615822,0,0
3.5700000000000003,1.4949339880334764,0,0
3.58,1.7068383734356358,0,0
3.59,-0.82142421084245,0,0
3.6,-2.0829446371286675,0,0
3.61,0.10367464881649395,0,0
3.62,-1.7521053365979822,0,0
3.63,-0.7686557998573958,0,0
3.64,0.7948061849367098,0,0
3.65,1.333506834325784,0,0
3.66,1.549595740190077,0,0
3.67,0.32615068088536503,0,0
3.68,0.6381323054265674,0,0
3.69,0.20227041670007836,0,0
3.7,0.5299888958078923,0,0
3.71,0.7301446018814417,0,0
3.72,-0.7400989939018653,0,0
3.73,0.875110545899847,0,0
3.74,0.058735295345028644,0,0
3.75,0.01667390166166505,0,0
3.7600000000000002,-1.353360524958513,0,0
3.77,1.2271833961112915,0,0
3.7800000000000002,0.045743941331929085,0,0
3.79,-0.6765324557471702,0,0
3.8000000000000003,-0.4312977769088246,0,0
3.81,-0.7033603622271588,0,0
3.8200000000000003,1.226167381859369,0,0
3.83,-0.5604573466338404,0,0
3.84,-1.613963869697572,0,0
3.85,-1.251889999460179,0,0
3.86,-0.8829320267363289,0,0
3.87,0.15576119839179878,0,0
3.88,0.33635515242497604,0,0
3.89,-2.2494436024568656,0,0
3.9,0.22453730796554683,0,0
3.91,-0.5816115710290811,0,0
3.92,1.5422043507763457,0,0
3.93,2.158870493642087,0,0
3.94,0.9365872497636739,0,0
3.95,0.9409799927557653,0,0
3.96,-0.7055424019830216,0,0
3.97,-0.6710659155195944,0,0
3.98,0.873525709748378,0,0
3.99,-0.9119874543082813,0,0
4.0,-1.0238847228480559,0,0
4.01,1.6798369155404078,0,0
4.0200000000000005,-0.5196679726063718,0,0
4.03,0.24679558145171382,0,0
4.04,-0.30976775502460063,0,0
4.05,1.1710453780936672,0,0
4.0600000000000005,-1.4217976981077307,0,0
4.07,1.70305729459011,0,0
4.08,-1.5191365813300957,0,0
4.09,-0.41608325540410823,0,0
4.1,-0.20221378739854506,0,0
4.11,-0.8354523573842612,0,0
4.12,-0.4737892706279158,0,0
4.13,0.893200131289648,0,0
4.14,-0.3326158836850274,0,0
4.15,-0.20382140299101686,0,0
4.16,-1.0723670896740403,0,0
4.17,-0.7915777982335622,0,0
4.18,-1.301876788731307,0,0
4.19,0.9214207701658162,0,0
4.2,1.030802519866249,0,0
4.21,-0.34793644309779903,0,0
4.22,-0.4370623173884746,0,0
4.23,0.34346887747006627,0,0
4.24,-0.5565528453448592,0,0
4.25,-0.060416676999296995,0,0
4.26,-0.5496075218416743,0,0
4.2700000000000005,1.733249611673988,0,0
4.28,0.23037116763192164,0,0
4.29,-0.07290009149924899,0,0
4.3,-1.5497883847979212,0,0
4.3100000000000005,-0.7291270649573893,0,0
4.32,0.021247380741788346,0,0
4.33,-2.064226760730823,0,0
4.34,2.2147483079869774,0,0
4.3500000000000005,1.2737169204558345,0,0
4.36,2.401579912566363,0,0
4.37,1.5810973611046966,0,0
4.38,1.1972532869738697,0,0
4.39,0.16622736858176557,0,0
4.4,-0.30336317577631094,0,0
4.41,0.16760875774620465,0,0
4.42,0.6131940219763158,0,0
4.43,-1.4335003593896505,0,0
4.44,0.072071841003291,0,0
4.45,1.6664800716411183,0,0
4.46,0.9171499159188264,0,0
4.47,-0.6967291542987621,0,0
4.48,0.6343788820479526,0,0
4.49,-1.2709100283995198,0,0
4.5,-0.3795727293973445,0,0
4.51,-0.424312572770741,0,0
4.5200000000000005,0.2764254097770677,0,0
4.53,-2.322439452727683,0,0
4.54,-0.022901192268653038,0,0
4.55,1.2255667639277186,0,0
4.5600000000000005,-0.5179855415976269,0,0
4.57,0.22424010184728008,0,0
4.58,0.2978149467413663,0,0
4.59,-0.7088967157460965,0,0
4.6000000000000005,-0.11625485707456909,0,0
4.61,-0.8509258327861167,0,0
4.62,0.5652326860605963,0,0
4.63,-0.4962023850478033,0,0
4.64,-0.06443247943996583,0,0
4.65,-0.7241998397253713,0,0
4.66,-0.3483093181192805,0,0
4.67,0.5220947314625893,0,0
4.68,-0.19655807501798628,0,0
4.69,0.007905160458813423,0,0
4.7,-0.8825965814182772,0,0
4.71,-0.1461164945249108,0,0
4.72,-0.6973675770303613,0,0
4.73,-0.48917203315299534,0,0
4.74,-0.44134474768087995,0,0
4.75,-0.17161948184398432,0,0
4.76,1.5153240315299477,0,0
4.7700000000000005,-0.6896756540020608,0,0
4.78,0.17765324620270387,0,0
4.79,0.2639048486292529,0,0
4.8,0.05466718946254836,0,0
4.8100000000000005,-0.927178409125089,0,0
4.82,-0.2158725972288732,0,0
4.83,-0.028218988740300308,0,0
4.84,-0.17797415399058356,0,0
4.8500000000000005,-0.6279708441825638,0,0
4.86,0.21432961357399474,0,0
4.87,0.011247277793382004,0,0
4.88,1.1503200311126571,0,0
4.89,-0.4132498369504561,0,0
4.9,-1.759976230600132,0,0
4.91,-0.7849697352327157,0,0
4.92,-0.17266219113173567,0,0
4.93,1.164686748447114,0,0
4.94,-0.38255515038216265,0,0
4.95,-0.09975799663543572,0,0
4.96,-0.9751092817074823,0,0
4.97,-0.03144215624423303,0,0
4.98,-1.0716841421650196,0,0
4.99,-0.015015141640623836,0,0
5.0,0.09397595316793775,0,0
5.01,-0.9495528385121728,1,0
5.0200000000000005,-0.69824191570508,1,0
5.03,-3.3130932749881152,1,0
5.04,-0.005160721852210259,1,0
5.05,0.11626459836282112,1,0
5.0600000000000005,0.6201865256624721,1,0
5.07,0.09323742466143921,1,0
5.08,-0.6553007883148969,1,0
5.09,1.2935709522519843,1,0
5.1000000000000005,-1.582125272273113,1,0
5.11,0.689867687172846,1,0
5.12,0.11082723973225987,1,0
5.13,-1.3440207155703796,1,0
5.14,1.9111607023151054,1,0
5.15,-0.7739119760013713,1,0
5.16,0.9073521448759413,1,0
5.17,1.0467676143449474,1,0
5.18,-1.0129010657965447,1,0
5.19,0.4287445552877068,1,0
5.2,-0.28792209887469855,1,0
5.21,-1.3694885594991701,1,0
5.22,-0.05991502040990177,1,0
5.23,-0.3008457787326307,1,0
5.24,0.0022447248146970807,1,0
5.25,0.0583508878305475,1,0
5.26,0.026227925915757195,1,0
5.2700000000000005,1.4515013689403677,1,0
5.28,-0.5047013161580266,1,0
5.29,-0.6710365043281107,1,0
5.3,1.4092553322527313,1,0
5.3100000000000005,-0.5008945492796908,1,0
5.32,1.6921670623539828,1,0
5.33,0.061582424218998046,1,0
5.34,1.1351973797818449,1,0
5.3500000000000005,0.06521554824226766,1,0
5.36,-0.36006817599331187,1,0
5.37,-1.2846186322038298,1,0
5.38,0.844931625012086,1,0
5.39,0.9401327735501268,1,0
5.4,1.5409223491042783,1,0
5.41,1.7024672076419483,1,0
5.42,0.4982175017069818,1,0
5.43,-0.4434664068421156,1,0
5.44,0.3558758833402162,1,0
5.45,-1.9069809444402734,1,0
5.46,-0.13413217941136862,1,0
5.47,0.07708016617726463,1,0
5.48,0.6562244597479989,1,0
5.49,-0.07611317481526911,1,0
5.5,-0.4686771400609428,1,0
5.51,0.21246532048688924,1,0
5.5200000000000005,0.8536301655778652,1,0
5.53,0.21412644227564215,1,0
5.54,-0.766716788711527,1,0
5.55,0.4277803330948694,1,0
5.5600000000000005,0.29446522544404546,1,0
5.57,-1.4820753517969159,1,0
5.58,-0.968226872317535,1,0
5.59,0.6384560193571599,1,0
5.6000000000000005,0.6347691015938287,1,0
5.61,-0.9704604295973744,1,0
5.62,-2.143581301744623,1,0
5.63,-1.1196349530278842,1,0
5.64,0.8191862948210573,1,0
5.65,-0.1491721460771971,1,0
5.66,-1.7208740909016,1,0
5.67,-0.7836766748737665,1,0
5.68,0.5878571432357862,1,0
5.69,1.7898525762140698,1,0
5.7,0.5177556381034392,1,0
5.71,-1.4855844593630774,1,0
5.72,-0.3221118171342913,1,0
5.73,-0.8563212210853652,1,0
5.74,-0.7015171653096418,1,0
5.75,0.8912834780786566,1,0
5.76,-0.9864346347717384,1,0
5.7700000000000005,-0.5151040819823827,1,0
5.78,0.5662728331592558,1,0
5.79,-0.5239333040848396,1,0
5.8,0.8834098797535326,1,0
5.8100000000000005,-1.40809204742284,1,0
5.82,0.6437613706078661,1,0
5.83,-0.34300193020875724,1,0
5.84,0.7992991876375218,1,0
5.8500000000000005,-0.915565408636428,1,0
5.86,1.5974190273576916,1,0
5.87,-1.3010800896274186,1,0
5.88,1.5379104809215869,1,0
5.89,0.3018557949182867,1,0
5.9,0.5412025697435401,1,0
5.91,0.6031021995108682,1,0
5.92,1.4962310197576663,1,0
5.93,-0.6854573455905884,1,0
5.94,-0.2975387693838292,1,0
5.95,-1.5889116964904224,1,0
5.96,2.716362035841788,1,0
5.97,-0.16802182723288564,1,0
5.98,0.9194790008935239,1,0
5.99,-1.119950192360018,1,0
6.0,1.2689841791506549,1,0
6.01,-0.8737216172068952,1,0
6.0200000000000005,-0.2351964435390569,1,0
6.03,-1.3970488472413312,1,0
6.04,1.6684293397647076,1,0
6.05,0.4727244552953249,1,0
6.0600000000000005,0.2130273524280378,1,0
6.07,-1.5962623375551326,1,0
6.08,0.33528969134513487,1,0
6.09,0.5695942516114699,1,0
6.1000000000000005,-0.040191797596937834,1,0
6.11,2.0201885121791725,1,0
6.12,0.8584532196566286,1,0
6.13,0.6223707852670867,1,0
6.140000000000001,0.26746981022264127,1,0
6.15,1.5792215902898574,1,0
6.16,-1.5796467822498605,1,0
6.17,-0.7045524918876099,1,0
6.18,-0.8163544620851172,1,0
6.19,-0.5390031985341558,1,0
6.2,0.3854770795913994,1,0
6.21,-1.708452172753483,1,0
6.22,1.2929106784245639,1,0
6.23,-0.21608902732975144,1,0
6.24,1.4643742516753084,1,0
6.25,0.5085455537857736,1,0
6.26,1.4647170983530713,1,0
6.2700000000000005,0.8578906050358642,1,0
6.28,0.040857697883472315,1,0
6.29,-0.25068278970951435,1,0
6.3,0.5140492226225598,1,0
6.3100000000000005,-1.3718650352828219,1,0
6.32,-0.06440467703085057,1,0
6.33,0.1120456835440697,1,0
6.34,-2.011941763495043,1,0
6.3500000000000005,-0.003952930145121407,1,0
6.36,-1.0652676389955065,1,0
6.37,1.9186136380768126,1,0
6.38,-0.28604476803576145,1,0
6.390000000000001,0.5429868234633047,1,0
6.4,0.8320745650551079,1,0
6.41,-0.7402711957862073,1,0
6.42,-1.1618284611531866,1,0
6.43,0.22770589550845205,1,0
6.44,0.062021321596429306,1,0
6.45,2.2072223094027694,1,0
6.46,0.9433850788549495,1,0
6.47,-0.4127681293957959,1,0
6.48,-1.1327540400452525,1,0
6.49,-2.0957339980475265,1,0
6.5,-0.22139707442178214,1,0
6.51,-0.23895670292302323,1,0
6.5200000000000005,0.11015079131216199,1,0
6.53,-1.706030323958004,1,0
6.54,1.1531412442035298,1,0
6.55,-1.198793835919071,1,0
6.5600000000000005,0.11615087427383604,1,0
6.57,-1.6027584879342065,1,0
6.58,0.2771874762330051,1,0
6.59,0.7869120421743908,1,0
6.6000000000000005,2.020409743915334,1,0
6.61,0.2469747746747287,1,0
6.62,0.5956819814860624,1,0
6.63,1.729148910542645,1,0
6.640000000000001,0.9158821981857276,1,0
6.65,0.8986801902822058,1,0
6.66,-0.6591081764090772,1,0
6.67,1.2302770057108394,1,0
6.68,1.6048285317119044,1,0
6.69,-1.0623448301742242,1,0
6.7,0.32235584127619926,1,0
6.71,-0.5987599440741346,1,0
6.72,1.9924612403244206,1,0
6.73,0.13081013413561743,1,0
6.74,0.16535240082868433,1,0
6.75,-0.9228388016082555,1,0
6.76,0.9901961506763114,1,0
6.7700000000000005,1.03464619546828,1,0
6.78,-1.194557144393631,1,0
6.79,0.17277545288003532,1,0
6.8,0.437701945764261,1,0
6.8100000000000005,-1.9747056960777953,1,0
6.82,1.589758844601302,1,0
6.83,1.7536589018857964,1,0
6.84,-0.05929098655135191,1,0
6.8500000000000005,1.4032712786537183,1,0
6.86,-0.1910253098742599,1,0
6.87,0.288551044095051,1,0
6.88,-0.12432972030118088,1,0
6.890000000000001,-0.45744253748145486,1,0
6.9,1.3595165836622827,1,0
6.91,-1.287371074639531,1,0
6.92,-1.3771262438474963,1,0
6.93,0.48356892051029493,1,0
6.94,-0.08018727902207733,1,0
6.95,0.5718846381860794,1,0
6.96,-0.19540227607270938,1,0
6.97,-0.9574427600632331,1,0
6.98,0.4230185163160564,1,0
6.99,-1.1690965618799247,1,0
7.0,-0.16404889830358801,1,0
7.01,2.2619045712102355,1,0
7.0200000000000005,0.39085871254833376,1,0
7.03,0.8200461400693553,1,0
7.04,-0.07165763566474631,1,0
7.05,-0.48828606821129195,1,0
7.0600000000000005,0.25098849226484715,1,0
7.07,-0.9760091248882578,1,0
7.08,-0.510052743660471,1,0
7.09,-0.8708788991218703,1,0
7.1000000000000005,1.3938493284085869,1,0
7.11,-0.6135457094275792,1,0
7.12,0.5272337417824843,1,0
7.13,1.0605148998649796,1,0
7.140000000000001,0.08046835328279751,1,0
7.15,0.4587655170292318,1,0
7.16,0.526459737184786,1,0
7.17,0.2719034692957564,1,0
7.18,-0.849295349877897,1,0
7.19,1.1940609668612565,1,0
7.2,0.2047589597578514,1,0
7.21,0.07290904161628775,1,0
7.22,-1.7896750099749903,1,0
7.23,1.047110143350693,1,0
7.24,0.18628129217734243,1,0
7.25,-2.1587484816237548,1,0
7.26,0.5428298715315256,1,0
7.2700000000000005,-0.15941552708845047,1,0
7.28,-0.37339916227683373,1,0
7.29,0.8823847042499693,1,0
7.3,0.00444633656372526,1,0
7.3100000000000005,0.7320496644700085,1,0
7.32,-0.9554040823225529,1,0
7.33,-0.023079358254295006,1,0
7.34,1.3608628756445462,1,0
7.3500000000000005,0.8348123355564323,1,0
7.36,-0.21511113359772982,1,0
7.37,-0.3933699024409971,1,0
7.38,-1.6559073196330378,1,0
7.390000000000001,-0.8823104800992292,1,0
7.4,2.0896930277448877,1,0
7.41,0.47696778323322525,1,0
7.42,1.1174107124386987,1,0
7.43,-1.1765627311975004,1,0
7.44,-1.0187283135475254,1,0
7.45,-1.0956003831352168,1,0
7.46,0.21829633927608022,1,0
7.47,-0.5594647426985145,1,0
7.48,-1.3573219875281244,1,0
7.49,-1.0689781909199938,1,0
7.5,-1.3748693507232725,1,0
7.51,-0.18475201513386522,1,0
7.5200000000000005,0.8676083684795399,1,0
7.53,-0.5340931464565325,1,0
7.54,-0.13591591984163098,1,0
7.55,0.20596080273670833,1,0
7.5600000000000005,-0.7864715872318608,1,0
7.57,0.28521616911486725,1,0
7.58,-0.6130111800118733,1,0
7.59,0.6839733139127079,1,0
7.6000000000000005,-0.6937025694529151,1,0
7.61,1.7432233132504136,1,0
7.62,1.3527327420515074,1,0
7.63,0.29599895184198644,1,0
7.640000000000001,-1.9482114687962737,1,0
7.65,0.6582661748871376,1,0
7.66,-0.7980679950336994,1,0
7.67,0.874100038157857,1,0
7.68,-1.288420309758842,1,0
7.69,-0.2261686849119843,1,0
7.7,0.1417293374754226,1,0
7.71,1.444959081001434,1,0
7.72,1.4995571992950743,1,0
7.73,2.354219253601417,1,0
